order_id,customer_id,order_date,payment_method,delivery_type,waiter_id,status
437,268,05/08/2025 22:00,Cash,Dine-In,7,Completed
438,103,28/01/2025 20:03,Easypaisa,Dine-In,5,Completed
439,354,16/03/2025 23:03,Easypaisa,Dine-In,13,Completed
440,53,03/07/2025 23:28,Card,Takeaway,11,Cancelled
441,357,02/05/2025 18:50,Easypaisa,Takeaway,11,Completed
442,351,15/07/2025 16:26,Easypaisa,Takeaway,1,Completed
443,400,09/05/2025 13:39,JazzCash,Dine-In,15,Completed
444,309,29/10/2025 18:47,Card,Takeaway,4,Completed
445,39,18/08/2025 12:43,Card,Dine-In,12,Completed
446,143,13/07/2025 10:27,Easypaisa,Dine-In,3,Completed
447,364,03/01/2025 15:29,Card,Dine-In,3,Completed
448,321,02/11/2025 10:49,Easypaisa,Delivery,13,Completed
449,163,07/02/2025 22:45,Card,Dine-In,9,Completed
450,279,16/09/2025 12:26,JazzCash,Dine-In,6,Completed
451,170,20/04/2025 20:21,Easypaisa,Delivery,4,Cancelled
452,333,15/10/2025 23:48,Cash,Dine-In,11,Completed
453,329,17/08/2025 13:57,Card,Dine-In,11,Completed
454,198,15/07/2025 22:07,Easypaisa,Takeaway,12,Completed
455,395,13/01/2025 18:52,Easypaisa,Takeaway,13,Cancelled
456,334,07/09/2025 10:18,Card,Delivery,9,Completed
457,276,19/02/2025 12:49,Cash,Takeaway,2,Completed
458,110,10/12/2025 20:49,JazzCash,Dine-In,4,Cancelled
459,383,28/11/2025 23:04,Card,Dine-In,8,Completed
460,28,20/01/2025 11:04,Card,Delivery,9,Completed
461,133,22/10/2025 23:14,JazzCash,Delivery,8,Cancelled
462,200,10/08/2025 15:01,Cash,Takeaway,1,Completed
463,38,27/10/2025 10:44,Easypaisa,Takeaway,2,Completed
464,45,18/12/2025 14:38,Easypaisa,Delivery,7,Cancelled
465,81,05/12/2025 10:30,Card,Dine-In,12,Cancelled
466,74,07/10/2025 14:40,Easypaisa,Takeaway,15,Completed
467,285,06/01/2025 18:55,Card,Dine-In,1,Completed
468,276,21/10/2025 19:25,Cash,Delivery,4,Completed
469,331,19/04/2025 16:57,Card,Dine-In,3,Completed
470,100,12/11/2025 23:16,Cash,Dine-In,11,Completed
471,282,09/10/2025 17:41,Cash,Delivery,11,Completed
472,372,09/05/2025 11:12,JazzCash,Delivery,6,Completed
473,52,10/12/2025 20:15,Easypaisa,Takeaway,2,Completed
474,169,12/06/2025 17:28,Easypaisa,Takeaway,10,Completed
475,162,17/10/2025 19:23,JazzCash,Dine-In,1,Completed
476,365,07/05/2025 22:14,JazzCash,Delivery,14,Completed
477,170,10/03/2025 20:46,JazzCash,Delivery,8,Completed
478,56,06/06/2025 17:35,Card,Takeaway,10,Completed
479,72,24/05/2025 23:52,Card,Delivery,12,Completed
480,260,08/02/2025 10:54,Cash,Takeaway,10,Cancelled
481,19,30/10/2025 13:58,Easypaisa,Takeaway,15,Cancelled
482,188,01/12/2025 22:09,JazzCash,Dine-In,15,Completed
483,262,10/03/2025 17:32,Cash,Delivery,6,Completed
484,315,06/12/2025 13:54,Card,Takeaway,3,Cancelled
485,290,23/03/2025 12:36,Card,Takeaway,12,Cancelled
486,390,03/07/2025 10:14,JazzCash,Dine-In,2,Completed
487,343,09/07/2025 13:02,Card,Takeaway,15,Completed
488,233,18/07/2025 17:58,Cash,Dine-In,11,Completed
489,325,22/02/2025 21:33,Easypaisa,Takeaway,5,Completed
490,188,12/07/2025 20:24,Cash,Takeaway,5,Cancelled
491,181,25/04/2025 18:25,Easypaisa,Delivery,13,Cancelled
492,72,06/11/2025 10:32,JazzCash,Dine-In,4,Completed
493,109,21/09/2025 20:17,Card,Dine-In,3,Completed
494,61,05/11/2025 21:52,Card,Delivery,13,Completed
495,246,28/02/2025 17:43,JazzCash,Dine-In,10,Completed
496,12,28/11/2025 23:26,Card,Dine-In,3,Completed
497,21,10/03/2025 20:32,Card,Dine-In,3,Completed
498,307,03/04/2025 18:25,Cash,Takeaway,12,Completed
499,311,13/02/2025 13:28,JazzCash,Delivery,3,Completed
500,299,30/07/2025 19:09,Card,Takeaway,11,Completed
501,176,27/03/2025 21:43,JazzCash,Takeaway,10,Completed
502,68,28/04/2025 16:24,Cash,Dine-In,4,Cancelled
503,91,18/03/2025 19:06,JazzCash,Takeaway,10,Completed
504,61,30/09/2025 18:48,Cash,Delivery,11,Completed
505,1,05/11/2025 18:52,JazzCash,Takeaway,7,Completed
506,220,23/01/2025 21:33,Card,Delivery,13,Cancelled
507,380,29/06/2025 19:51,Cash,Delivery,3,Completed
508,43,02/09/2025 22:14,Easypaisa,Takeaway,15,Cancelled
509,364,12/05/2025 13:00,Cash,Takeaway,9,Completed
510,336,24/09/2025 10:24,Card,Takeaway,13,Completed
511,80,29/07/2025 15:06,JazzCash,Takeaway,10,Completed
512,217,14/05/2025 23:34,Easypaisa,Takeaway,5,Cancelled
513,286,15/04/2025 16:35,JazzCash,Dine-In,6,Cancelled
514,177,10/05/2025 14:36,JazzCash,Takeaway,3,Completed
515,359,28/04/2025 17:50,Card,Dine-In,4,Cancelled
516,315,23/06/2025 22:35,Cash,Dine-In,7,Completed
517,242,16/02/2025 23:09,JazzCash,Dine-In,2,Completed
518,312,24/04/2025 15:05,Cash,Takeaway,7,Cancelled
519,147,11/11/2025 20:33,Cash,Dine-In,11,Cancelled
520,337,13/08/2025 10:12,Easypaisa,Dine-In,1,Completed
521,19,11/11/2025 12:43,Easypaisa,Dine-In,11,Completed
522,400,22/03/2025 11:17,JazzCash,Delivery,11,Cancelled
523,266,27/07/2025 19:12,Cash,Takeaway,12,Completed
524,372,16/02/2025 18:18,Easypaisa,Delivery,14,Completed
525,233,26/04/2025 19:12,JazzCash,Takeaway,1,Completed
526,55,31/03/2025 16:32,Cash,Takeaway,5,Completed
527,132,01/03/2025 22:32,Easypaisa,Takeaway,8,Cancelled
528,125,16/10/2025 17:49,Easypaisa,Delivery,11,Cancelled
529,247,28/10/2025 23:01,Cash,Delivery,2,Cancelled
530,347,21/11/2025 22:14,Card,Delivery,7,Completed
531,359,22/09/2025 18:00,Easypaisa,Dine-In,5,Completed
532,176,24/07/2025 20:47,Cash,Takeaway,15,Completed
533,112,01/09/2025 15:22,Easypaisa,Dine-In,12,Completed
534,121,13/09/2025 21:12,Card,Delivery,4,Completed
535,317,14/04/2025 23:15,Easypaisa,Dine-In,13,Completed
536,340,03/03/2025 11:43,JazzCash,Takeaway,1,Completed
537,162,04/09/2025 15:39,JazzCash,Takeaway,14,Completed
538,262,09/09/2025 12:48,Easypaisa,Delivery,4,Completed
539,217,28/01/2025 18:51,JazzCash,Takeaway,1,Completed
540,398,21/07/2025 23:43,Card,Delivery,2,Cancelled
541,7,11/06/2025 21:00,Card,Delivery,10,Completed
542,133,16/06/2025 15:39,Card,Takeaway,5,Completed
543,176,18/05/2025 17:39,Easypaisa,Dine-In,8,Cancelled
544,386,18/04/2025 16:44,Easypaisa,Delivery,14,Cancelled
545,293,24/05/2025 17:11,Card,Takeaway,11,Completed
546,121,21/02/2025 21:17,JazzCash,Delivery,4,Completed
547,5,18/03/2025 17:51,Card,Delivery,8,Completed
548,369,19/11/2025 18:34,Easypaisa,Delivery,5,Completed
549,25,15/10/2025 23:36,JazzCash,Dine-In,12,Completed
550,131,31/01/2025 13:52,JazzCash,Takeaway,2,Cancelled
551,185,21/06/2025 14:23,Easypaisa,Delivery,1,Cancelled
552,348,04/03/2025 15:55,Card,Takeaway,10,Completed
553,345,26/05/2025 15:20,JazzCash,Takeaway,8,Completed
554,238,15/07/2025 19:18,Card,Dine-In,11,Completed
555,293,04/08/2025 20:39,JazzCash,Dine-In,2,Completed
556,163,25/06/2025 13:20,Easypaisa,Takeaway,5,Cancelled
557,186,19/05/2025 17:49,JazzCash,Delivery,3,Completed
558,121,12/01/2025 12:46,Easypaisa,Takeaway,12,Completed
559,53,18/04/2025 12:25,Cash,Dine-In,15,Cancelled
560,395,08/10/2025 10:01,JazzCash,Takeaway,13,Completed
561,80,23/02/2025 14:39,Cash,Takeaway,15,Cancelled
562,378,08/06/2025 13:15,Easypaisa,Delivery,11,Completed
563,88,09/03/2025 18:53,Cash,Dine-In,11,Completed
564,240,16/06/2025 23:30,Easypaisa,Takeaway,8,Completed
565,303,24/12/2025 18:11,JazzCash,Takeaway,12,Cancelled
566,274,26/09/2025 20:40,Easypaisa,Delivery,8,Completed
567,188,15/02/2025 17:19,JazzCash,Delivery,3,Completed
568,389,06/01/2025 10:33,Card,Delivery,5,Cancelled
569,252,01/10/2025 10:44,JazzCash,Delivery,1,Cancelled
570,4,30/05/2025 19:14,Easypaisa,Dine-In,7,Cancelled
571,367,22/07/2025 13:10,JazzCash,Delivery,4,Completed
572,123,10/02/2025 16:40,Easypaisa,Delivery,11,Completed
573,36,31/07/2025 13:54,Card,Dine-In,5,Completed
574,232,23/11/2025 17:39,Easypaisa,Takeaway,10,Cancelled
575,78,07/04/2025 15:01,Cash,Takeaway,1,Completed
576,65,22/02/2025 14:17,JazzCash,Takeaway,1,Completed
577,253,16/02/2025 12:00,Card,Delivery,7,Completed
578,357,13/09/2025 15:29,Cash,Delivery,2,Completed
579,201,29/01/2025 14:49,Cash,Takeaway,8,Completed
580,196,09/04/2025 23:16,Cash,Dine-In,13,Completed
581,127,17/07/2025 22:28,Cash,Dine-In,8,Completed
582,243,24/09/2025 20:13,JazzCash,Takeaway,5,Completed
583,22,23/03/2025 20:46,Cash,Delivery,8,Completed
584,27,12/04/2025 15:56,Card,Dine-In,4,Cancelled
585,142,16/06/2025 10:10,Cash,Delivery,13,Completed
586,354,05/01/2025 10:37,JazzCash,Takeaway,10,Completed
587,128,10/07/2025 22:05,Card,Delivery,2,Completed
588,183,17/11/2025 10:03,Card,Takeaway,9,Completed
589,163,06/03/2025 17:14,Easypaisa,Delivery,12,Completed
590,184,11/01/2025 21:24,Card,Delivery,15,Completed
591,287,06/09/2025 21:28,Easypaisa,Takeaway,12,Cancelled
592,279,08/04/2025 19:11,Easypaisa,Delivery,12,Cancelled
593,307,21/05/2025 23:53,Card,Dine-In,9,Completed
594,135,19/08/2025 14:52,Easypaisa,Delivery,1,Cancelled
595,187,05/04/2025 10:39,Card,Delivery,12,Completed
596,199,04/12/2025 18:52,Card,Takeaway,11,Cancelled
597,145,10/10/2025 12:39,Easypaisa,Delivery,11,Completed
598,338,26/02/2025 11:33,Cash,Dine-In,14,Completed
599,104,02/04/2025 23:02,Cash,Delivery,4,Completed
600,199,17/01/2025 19:41,JazzCash,Takeaway,10,Completed
601,311,26/01/2025 15:14,Cash,Dine-In,15,Completed
602,41,02/12/2025 17:59,JazzCash,Takeaway,1,Completed
603,213,13/10/2025 21:56,Easypaisa,Takeaway,1,Completed
604,37,28/09/2025 10:46,Easypaisa,Dine-In,4,Completed
605,273,21/02/2025 21:14,JazzCash,Dine-In,4,Completed
606,286,19/10/2025 20:11,JazzCash,Takeaway,2,Completed
607,341,12/12/2025 17:44,JazzCash,Dine-In,3,Completed
608,173,09/10/2025 16:32,Card,Takeaway,10,Cancelled
609,167,30/06/2025 15:35,Easypaisa,Delivery,13,Cancelled
610,289,15/06/2025 19:15,Card,Delivery,13,Completed
611,204,04/07/2025 17:28,Cash,Takeaway,1,Completed
612,70,02/11/2025 10:33,Easypaisa,Dine-In,5,Completed
613,12,20/04/2025 23:20,Easypaisa,Takeaway,9,Completed
614,183,18/02/2025 10:29,Card,Dine-In,5,Completed
615,132,26/10/2025 13:14,Easypaisa,Dine-In,10,Cancelled
616,40,19/10/2025 13:46,Easypaisa,Delivery,3,Cancelled
617,49,20/12/2025 21:36,Easypaisa,Dine-In,12,Cancelled
618,395,10/02/2025 22:03,Easypaisa,Delivery,15,Cancelled
619,395,02/08/2025 23:07,Card,Takeaway,11,Completed
620,196,21/11/2025 22:40,Cash,Delivery,9,Completed
621,77,13/06/2025 18:36,Easypaisa,Takeaway,12,Completed
622,375,20/03/2025 10:43,JazzCash,Delivery,13,Completed
623,202,24/04/2025 16:18,Card,Dine-In,6,Completed
624,26,01/09/2025 19:47,JazzCash,Delivery,2,Cancelled
625,358,14/09/2025 16:49,Card,Dine-In,8,Completed
626,293,07/09/2025 16:41,Card,Takeaway,10,Completed
627,398,05/05/2025 11:17,JazzCash,Delivery,11,Completed
628,217,27/02/2025 20:26,Easypaisa,Delivery,4,Completed
629,13,26/06/2025 19:41,Easypaisa,Dine-In,6,Cancelled
630,23,16/11/2025 12:28,Card,Dine-In,11,Completed
631,44,21/03/2025 22:46,Cash,Takeaway,1,Completed
632,148,14/11/2025 12:55,Cash,Delivery,12,Completed
633,12,06/06/2025 17:30,Easypaisa,Dine-In,12,Completed
634,385,15/04/2025 18:33,Easypaisa,Takeaway,8,Completed
635,10,22/12/2025 21:42,JazzCash,Takeaway,15,Completed
636,146,11/05/2025 12:03,Card,Takeaway,10,Completed
637,5,28/01/2025 17:41,Cash,Delivery,11,Completed
638,338,06/12/2025 23:58,Easypaisa,Dine-In,1,Completed
639,195,29/11/2025 16:14,Cash,Delivery,8,Completed
640,235,06/04/2025 13:32,Cash,Dine-In,4,Completed
641,382,20/06/2025 17:25,Card,Dine-In,6,Completed
642,121,01/07/2025 20:19,Easypaisa,Dine-In,11,Completed
643,285,18/07/2025 23:01,Easypaisa,Dine-In,3,Completed
644,45,21/07/2025 20:08,JazzCash,Takeaway,11,Completed
645,79,02/08/2025 13:36,JazzCash,Delivery,15,Completed
646,106,18/08/2025 18:08,Card,Takeaway,9,Completed
647,362,12/03/2025 14:44,Card,Delivery,15,Completed
648,81,02/12/2025 19:58,Easypaisa,Dine-In,9,Completed
649,75,05/04/2025 15:53,Cash,Delivery,15,Cancelled
650,382,30/07/2025 14:28,Easypaisa,Dine-In,13,Completed
651,14,24/02/2025 12:11,Easypaisa,Takeaway,10,Completed
652,352,02/11/2025 13:14,Cash,Delivery,2,Cancelled
653,310,10/03/2025 18:54,JazzCash,Takeaway,11,Completed
654,252,05/04/2025 23:24,JazzCash,Dine-In,3,Completed
655,392,26/04/2025 10:26,Cash,Delivery,7,Completed
656,105,10/12/2025 13:48,Cash,Dine-In,15,Cancelled
657,167,12/11/2025 17:44,JazzCash,Dine-In,7,Cancelled
658,195,22/01/2025 19:47,Easypaisa,Delivery,10,Completed
659,234,24/09/2025 11:28,Cash,Dine-In,9,Cancelled
660,265,21/01/2025 18:24,Cash,Dine-In,5,Cancelled
661,147,23/07/2025 14:49,JazzCash,Dine-In,7,Completed
662,265,10/11/2025 10:44,Card,Delivery,14,Cancelled
663,58,16/02/2025 21:32,Card,Takeaway,15,Completed
664,231,21/07/2025 16:20,Cash,Dine-In,8,Completed
665,166,21/08/2025 11:16,Card,Takeaway,12,Completed
666,231,16/02/2025 11:45,Easypaisa,Dine-In,9,Cancelled
667,194,19/09/2025 19:10,JazzCash,Dine-In,13,Completed
668,338,21/06/2025 19:55,Card,Dine-In,14,Completed
669,27,02/04/2025 22:45,JazzCash,Delivery,5,Cancelled
670,61,28/05/2025 20:11,Card,Dine-In,1,Completed
671,256,07/01/2025 17:31,Cash,Takeaway,15,Cancelled
672,338,02/05/2025 13:37,JazzCash,Delivery,7,Cancelled
673,4,10/02/2025 19:38,Card,Takeaway,5,Completed
674,29,26/01/2025 12:09,Easypaisa,Dine-In,3,Completed
675,309,08/12/2025 19:53,Easypaisa,Delivery,15,Completed
676,92,26/01/2025 11:26,Card,Takeaway,5,Completed
677,185,22/08/2025 21:37,Cash,Dine-In,13,Completed
678,195,15/06/2025 15:57,Cash,Delivery,14,Completed
679,63,30/05/2025 17:08,Easypaisa,Delivery,9,Cancelled
680,108,26/09/2025 13:44,Cash,Dine-In,10,Completed
681,310,05/09/2025 21:44,Easypaisa,Delivery,10,Completed
682,320,13/05/2025 18:36,Easypaisa,Dine-In,10,Cancelled
683,255,24/09/2025 21:40,JazzCash,Dine-In,15,Completed
684,1,29/12/2025 14:12,Cash,Dine-In,8,Completed
685,213,17/04/2025 22:39,JazzCash,Dine-In,6,Completed
686,109,14/10/2025 22:40,Cash,Takeaway,4,Completed
687,158,11/05/2025 22:04,Easypaisa,Takeaway,9,Completed
688,171,04/01/2025 11:43,Easypaisa,Delivery,12,Completed
689,174,31/03/2025 13:21,JazzCash,Delivery,13,Completed
690,80,27/11/2025 12:30,JazzCash,Takeaway,15,Completed
691,212,25/08/2025 22:52,Cash,Takeaway,5,Completed
692,107,12/10/2025 18:01,Easypaisa,Delivery,2,Completed
693,174,24/05/2025 23:01,JazzCash,Takeaway,9,Completed
694,96,20/10/2025 19:24,Cash,Delivery,12,Completed
695,212,30/12/2025 10:17,Cash,Delivery,15,Completed
696,155,10/07/2025 17:53,Card,Takeaway,5,Completed
697,20,27/02/2025 15:50,Card,Dine-In,8,Completed
698,98,05/09/2025 18:09,Easypaisa,Delivery,12,Completed
699,51,17/06/2025 12:49,Card,Dine-In,12,Completed
700,268,24/08/2025 16:45,Cash,Dine-In,5,Completed
701,45,18/12/2025 23:38,Easypaisa,Delivery,15,Completed
702,338,22/02/2025 18:49,Easypaisa,Dine-In,10,Completed
703,103,24/11/2025 13:20,Card,Delivery,5,Completed
704,140,14/08/2025 20:07,Card,Dine-In,5,Completed
705,264,08/01/2025 19:35,Cash,Dine-In,9,Completed
706,73,09/10/2025 15:17,Easypaisa,Takeaway,4,Completed
707,174,06/02/2025 14:39,JazzCash,Dine-In,3,Completed
708,55,30/08/2025 20:03,JazzCash,Dine-In,2,Cancelled
709,306,20/07/2025 12:45,JazzCash,Takeaway,6,Completed
710,366,20/06/2025 23:12,Cash,Delivery,10,Completed
711,358,17/02/2025 23:51,JazzCash,Dine-In,8,Completed
712,393,17/12/2025 20:45,JazzCash,Delivery,4,Completed
713,316,15/03/2025 23:57,Easypaisa,Delivery,7,Completed
714,167,25/12/2025 20:21,JazzCash,Delivery,1,Completed
715,246,01/09/2025 11:22,JazzCash,Dine-In,5,Completed
716,261,06/11/2025 19:08,Cash,Delivery,14,Completed
717,37,16/06/2025 18:41,Easypaisa,Takeaway,8,Cancelled
718,318,30/10/2025 16:15,Card,Takeaway,3,Cancelled
719,107,16/07/2025 11:21,JazzCash,Delivery,10,Completed
720,89,06/10/2025 21:15,Cash,Takeaway,15,Cancelled
721,238,28/02/2025 19:38,Easypaisa,Takeaway,2,Cancelled
722,36,01/04/2025 14:25,Cash,Takeaway,14,Cancelled
723,339,17/06/2025 17:41,Cash,Dine-In,4,Completed
724,1,25/10/2025 22:40,Card,Takeaway,3,Cancelled
725,316,30/09/2025 14:24,JazzCash,Dine-In,4,Completed
726,348,03/06/2025 19:50,Easypaisa,Delivery,12,Completed
727,314,15/02/2025 19:00,JazzCash,Dine-In,14,Completed
728,282,01/02/2025 15:57,Cash,Dine-In,12,Completed
729,16,26/02/2025 23:18,Card,Delivery,12,Cancelled
730,196,17/11/2025 15:45,JazzCash,Delivery,7,Completed
731,72,06/12/2025 12:30,Card,Takeaway,7,Completed
732,344,02/08/2025 12:18,Card,Dine-In,1,Completed
733,370,28/11/2025 10:09,JazzCash,Takeaway,7,Completed
734,213,13/02/2025 12:41,JazzCash,Takeaway,10,Cancelled
735,261,16/11/2025 12:29,JazzCash,Takeaway,14,Cancelled
736,96,16/07/2025 15:14,JazzCash,Takeaway,1,Cancelled
737,138,02/05/2025 21:32,JazzCash,Takeaway,10,Completed
738,248,18/01/2025 10:36,Easypaisa,Dine-In,10,Cancelled
739,374,20/12/2025 11:09,Easypaisa,Delivery,9,Completed
740,126,25/09/2025 19:05,JazzCash,Takeaway,12,Completed
741,297,17/12/2025 20:34,Easypaisa,Takeaway,1,Completed
742,241,01/10/2025 22:00,JazzCash,Takeaway,15,Cancelled
743,216,21/10/2025 21:21,Easypaisa,Delivery,5,Completed
744,306,19/01/2025 21:59,Easypaisa,Takeaway,13,Completed
745,297,01/02/2025 20:30,Card,Takeaway,1,Completed
746,249,16/11/2025 10:18,Cash,Dine-In,9,Completed
747,316,23/05/2025 14:08,Easypaisa,Delivery,14,Completed
748,310,08/01/2025 21:07,Card,Takeaway,12,Completed
749,90,04/12/2025 17:23,Easypaisa,Takeaway,4,Cancelled
750,17,03/04/2025 22:33,Easypaisa,Dine-In,3,Completed
751,395,11/09/2025 22:26,JazzCash,Dine-In,11,Cancelled
752,296,23/11/2025 12:13,Easypaisa,Dine-In,11,Completed
753,238,01/03/2025 10:10,JazzCash,Delivery,5,Cancelled
754,350,30/09/2025 13:24,JazzCash,Delivery,5,Completed
755,7,29/09/2025 23:27,Easypaisa,Delivery,7,Completed
756,50,29/09/2025 20:02,Easypaisa,Delivery,10,Completed
757,51,21/06/2025 14:17,Easypaisa,Takeaway,10,Cancelled
758,384,25/08/2025 22:43,Card,Takeaway,11,Completed
759,354,24/09/2025 15:43,Card,Delivery,9,Completed
760,35,11/12/2025 10:53,Cash,Delivery,2,Completed
761,113,17/12/2025 17:22,Easypaisa,Delivery,4,Completed
762,30,13/01/2025 19:05,Card,Takeaway,11,Completed
763,310,29/12/2025 11:05,Card,Delivery,11,Completed
764,130,26/02/2025 21:11,Easypaisa,Delivery,11,Completed
765,142,24/11/2025 17:59,JazzCash,Takeaway,15,Completed
766,38,12/05/2025 12:49,Easypaisa,Dine-In,7,Cancelled
767,136,20/06/2025 10:16,Card,Delivery,2,Cancelled
768,92,13/04/2025 19:25,JazzCash,Dine-In,3,Cancelled
769,55,22/04/2025 19:41,JazzCash,Takeaway,5,Completed
770,293,18/01/2025 11:04,Easypaisa,Delivery,1,Cancelled
771,1,18/03/2025 20:40,Cash,Takeaway,7,Completed
772,201,19/03/2025 21:21,Cash,Takeaway,12,Cancelled
773,373,02/09/2025 16:25,Cash,Takeaway,4,Completed
774,400,16/07/2025 21:52,JazzCash,Dine-In,10,Completed
775,206,20/06/2025 20:19,Cash,Takeaway,11,Completed
776,175,07/07/2025 18:54,Cash,Delivery,13,Completed
777,284,28/11/2025 13:11,Cash,Delivery,11,Completed
778,55,03/06/2025 21:24,Easypaisa,Delivery,2,Cancelled
779,99,08/04/2025 12:02,Cash,Takeaway,10,Completed
780,277,08/09/2025 16:04,Easypaisa,Delivery,9,Cancelled
781,29,09/01/2025 10:21,Easypaisa,Takeaway,1,Cancelled
782,335,02/03/2025 13:51,JazzCash,Takeaway,14,Completed
783,37,24/10/2025 13:59,Cash,Takeaway,3,Cancelled
784,317,01/12/2025 10:30,Cash,Dine-In,12,Completed
785,26,08/01/2025 12:40,Easypaisa,Dine-In,8,Completed
786,55,30/10/2025 11:52,Cash,Delivery,10,Completed
787,219,02/02/2025 22:12,Easypaisa,Takeaway,11,Cancelled
788,295,16/06/2025 11:43,Card,Delivery,14,Completed
789,172,24/01/2025 19:11,Cash,Dine-In,5,Completed
790,190,01/08/2025 12:44,Card,Delivery,4,Completed
791,324,10/03/2025 11:50,JazzCash,Dine-In,1,Cancelled
792,92,11/02/2025 10:00,Cash,Takeaway,11,Completed
793,396,02/08/2025 21:51,JazzCash,Takeaway,3,Completed
794,268,15/03/2025 20:17,JazzCash,Delivery,4,Completed
795,306,09/11/2025 21:02,Card,Takeaway,8,Completed
796,155,18/11/2025 23:50,Easypaisa,Delivery,1,Completed
797,49,09/04/2025 11:33,Easypaisa,Takeaway,9,Completed
798,338,26/08/2025 22:40,Card,Delivery,1,Completed
799,351,27/02/2025 22:09,JazzCash,Delivery,3,Completed
800,331,10/12/2025 10:03,Easypaisa,Delivery,4,Cancelled
801,389,09/05/2025 15:39,JazzCash,Dine-In,2,Completed
802,15,03/10/2025 12:10,JazzCash,Takeaway,2,Completed
803,304,01/05/2025 21:28,Easypaisa,Delivery,4,Completed
804,167,28/04/2025 22:07,Card,Dine-In,4,Cancelled
805,113,13/04/2025 16:57,Cash,Delivery,10,Cancelled
806,111,28/01/2025 16:09,JazzCash,Dine-In,7,Completed
807,100,11/03/2025 17:46,Easypaisa,Delivery,4,Completed
808,292,07/03/2025 10:44,Cash,Delivery,3,Completed
809,88,27/08/2025 17:26,Easypaisa,Dine-In,15,Completed
810,327,06/11/2025 12:50,Card,Takeaway,9,Completed
811,268,14/02/2025 16:54,JazzCash,Dine-In,10,Cancelled
812,374,25/08/2025 14:00,JazzCash,Takeaway,14,Completed
813,297,07/05/2025 15:27,Card,Takeaway,3,Completed
814,241,02/08/2025 10:02,Cash,Delivery,9,Cancelled
815,357,03/09/2025 22:51,Cash,Delivery,8,Completed
816,7,12/02/2025 18:48,JazzCash,Dine-In,3,Completed
817,47,01/06/2025 13:41,Cash,Delivery,11,Completed
818,293,24/03/2025 21:29,Cash,Delivery,8,Completed
819,190,27/12/2025 16:11,JazzCash,Takeaway,11,Completed
820,354,18/11/2025 11:24,Easypaisa,Takeaway,1,Completed
821,358,07/08/2025 22:17,Card,Takeaway,2,Completed
822,346,29/01/2025 18:58,Easypaisa,Dine-In,2,Cancelled
823,21,07/07/2025 17:39,Easypaisa,Delivery,3,Completed
824,105,15/10/2025 21:49,Card,Delivery,4,Completed
825,386,29/11/2025 17:47,Card,Takeaway,13,Completed
826,137,14/06/2025 15:57,JazzCash,Delivery,1,Completed
827,249,10/07/2025 15:28,Cash,Delivery,12,Completed
828,345,20/08/2025 19:23,Cash,Dine-In,15,Cancelled
829,92,14/02/2025 11:25,Easypaisa,Dine-In,2,Completed
830,76,22/05/2025 11:44,JazzCash,Dine-In,14,Completed
831,151,24/09/2025 20:01,JazzCash,Takeaway,9,Completed
832,228,31/08/2025 15:26,Cash,Delivery,4,Completed
833,119,12/01/2025 23:51,Easypaisa,Delivery,10,Completed
834,168,02/12/2025 20:50,JazzCash,Takeaway,11,Cancelled
835,68,23/08/2025 14:36,Easypaisa,Dine-In,13,Completed
836,148,27/04/2025 17:23,Cash,Dine-In,6,Completed
837,83,22/08/2025 12:39,Easypaisa,Dine-In,3,Completed
838,22,24/03/2025 13:07,Easypaisa,Takeaway,3,Cancelled
839,106,14/05/2025 15:11,Cash,Takeaway,6,Completed
840,277,17/03/2025 15:28,Card,Takeaway,5,Completed
841,256,13/01/2025 16:59,Card,Delivery,15,Completed
842,280,21/03/2025 10:47,Easypaisa,Takeaway,12,Completed
843,294,31/08/2025 14:48,Card,Takeaway,12,Cancelled
844,375,23/06/2025 21:07,JazzCash,Dine-In,3,Completed
845,317,07/06/2025 10:25,Card,Delivery,6,Completed
846,329,17/06/2025 10:38,Card,Takeaway,9,Completed
847,43,23/05/2025 13:01,JazzCash,Takeaway,11,Completed
848,252,20/09/2025 16:12,Easypaisa,Takeaway,10,Completed
849,76,08/12/2025 15:25,JazzCash,Delivery,7,Completed
850,180,07/01/2025 14:22,Easypaisa,Delivery,14,Completed
851,228,21/04/2025 21:56,JazzCash,Delivery,5,Completed
852,213,06/08/2025 21:57,Card,Takeaway,10,Completed
853,244,15/03/2025 13:19,Easypaisa,Dine-In,15,Cancelled
854,328,15/02/2025 10:26,Easypaisa,Delivery,3,Cancelled
855,71,30/12/2025 19:48,Card,Dine-In,14,Cancelled
856,22,29/05/2025 18:31,Easypaisa,Takeaway,5,Cancelled
857,115,14/10/2025 21:29,Cash,Dine-In,3,Completed
858,326,03/06/2025 20:53,JazzCash,Dine-In,11,Completed
859,353,02/08/2025 12:31,Card,Dine-In,2,Completed
860,382,10/09/2025 11:38,Easypaisa,Takeaway,8,Cancelled
861,244,13/05/2025 20:43,Cash,Delivery,9,Completed
862,30,13/05/2025 12:37,Card,Delivery,8,Completed
863,140,02/07/2025 12:03,Easypaisa,Delivery,11,Completed
864,272,25/01/2025 14:18,Cash,Takeaway,4,Completed
865,86,18/02/2025 19:48,Easypaisa,Delivery,14,Completed
866,353,19/05/2025 20:44,Easypaisa,Dine-In,9,Completed
867,266,15/03/2025 10:08,Easypaisa,Delivery,13,Cancelled
868,84,30/07/2025 15:58,Cash,Dine-In,3,Completed
